FechaHora,Pitch,Roll,Latitud,Longitud,Velocidad,Rumbo
2025-06-25 03:30:35,11.9,0.7,-11.905902,-77.614998,13.3,286.5
2025-06-25 03:30:50,12.5,-2.0,-11.905822,-77.615318,13.2,287.6
2025-06-25 03:31:05,12.5,1.6,-11.905745,-77.615623,13.4,288.9
2025-06-25 03:31:20,11.7,-0.8,-11.905653,-77.615928,13.2,293.3
2025-06-25 03:31:35,12.5,-1.6,-11.905552,-77.616103,13.3,293.8
2025-06-25 03:31:50,12.4,2.0,-11.905457,-77.616402,13.3,293.0
2025-06-25 03:32:05,11.8,-1.9,-11.905357,-77.616683,13.3,291.1
2025-06-25 03:32:20,12.6,-0.2,-11.905262,-77.616988,13.4,290.8
2025-06-25 03:32:35,12.5,1.2,-11.90517,-77.617295,13.4,291.9
2025-06-25 03:32:50,11.7,-1.9,-11.905078,-77.617615,13.2,289.6
2025-06-25 03:33:05,12.6,1.2,-11.905002,-77.61792,13.4,288.2
2025-06-25 03:33:20,12.5,-0.3,-11.904925,-77.618225,13.3,286.7
2025-06-25 03:33:35,11.8,-1.8,-11.904845,-77.618545,13.3,290.2
2025-06-25 03:33:50,12.4,2.0,-11.904755,-77.61885,13.3,290.9
2025-06-25 03:34:05,12.5,-1.6,-11.904662,-77.619157,13.2,292.2
N/A,0.0,0.0,-11.901068,-77.636208,0.0,0.0
2025-06-25 03:48:14,11.7,0.5,-11.900968,-77.636528,13.2,293.0
2025-06-25 03:48:29,12.8,0.5,-11.900872,-77.63681,13.3,293.5
2025-06-25 03:48:43,12.0,-1.4,-11.90077,-77.637017,13.2,295.0
2025-06-25 03:48:59,11.7,1.7,-11.900673,-77.637313,13.2,291.7
2025-06-25 03:49:14,12.7,-1.0,-11.900583,-77.637618,13.3,290.4
2025-06-25 03:49:28,12.1,0.0,-11.900503,-77.63794,13.3,287.6
2025-06-25 03:49:44,11.7,1.9,-11.900427,-77.638245,13.2,286.8
2025-06-25 03:49:58,12.7,-1.9,-11.900363,-77.63855,13.3,285.4
2025-06-25 03:50:13,12.4,-0.1,-11.90029,-77.63887,13.3,285.2
2025-06-25 03:52:29,12.5,1.5,-11.899842,-77.641663,13.2,279.9
N/A,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25 03:53:22,12.3,0.9,-11.899652,-77.642762,13.3,283.8
2025-06-25 03:53:37,12.0,0.1,-11.899595,-77.643067,13.4,283.7
2025-06-25 03:53:52,12.8,-1.1,-11.899535,-77.643387,13.3,281.8
2025-06-25 03:54:07,12.4,1.9,-11.899477,-77.643692,13.4,282.7
2025-06-25 03:54:22,11.9,-1.3,-11.89942,-77.643997,13.3,282.0
2025-06-25 03:54:37,12.6,-1.2,-11.89936,-77.644318,13.3,282.7
2025-06-25 03:54:52,12.3,1.8,-11.899302,-77.644623,13.2,281.4
2025-06-25 03:55:05,12.2,-0.1,-11.899252,-77.644897,13.2,281.0
2025-06-25 03:55:17,11.8,-0.9,-11.899218,-77.645157,13.2,279.3
2025-06-25 03:55:30,12.8,-2.0,-11.899187,-77.645402,13.3,278.2
2025-06-25 03:55:41,12.0,-0.5,-11.899155,-77.64566,13.3,276.5
2025-06-25 03:55:55,12.6,1.0,-11.899137,-77.64595,13.2,274.7
2025-06-25 03:56:11,12.0,-0.0,-11.899118,-77.646255,13.5,274.4
2025-06-25 03:56:26,12.3,-1.0,-11.899103,-77.64656,13.2,271.7
2025-06-25 03:56:41,12.7,1.9,-11.899103,-77.646882,13.2,271.3
2025-06-25 03:57:07,12.5,-1.9,-11.8991,-77.647415,13.3,270.5
N/A,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25 03:58:00,12.1,1.2,-11.899065,-77.648528,13.3,270.6
2025-06-25 03:58:16,11.8,-1.8,-11.899053,-77.648835,13.3,274.0
2025-06-25 03:58:30,12.7,1.2,-11.899033,-77.64914,13.3,272.9
2025-06-25 03:58:45,12.2,-0.2,-11.89902,-77.64946,13.2,272.2
2025-06-25 03:58:58,12.6,1.8,-11.89901,-77.649703,13.3,272.0
2025-06-25 03:59:10,11.8,1.4,-11.899005,-77.649963,13.3,272.8
2025-06-25 03:59:57,12.3,-1.5,-11.898982,-77.650955,13.2,270.3
2025-06-25 04:00:10,12.4,-1.8,-11.89898,-77.6512,13.2,272.6
2025-06-25 04:00:22,11.8,0.3,-11.898963,-77.651458,13.3,272.5
2025-06-25 04:00:35,12.6,1.6,-11.898952,-77.651733,13.2,272.0
2025-06-25 04:00:50,11.9,-1.9,-11.898952,-77.652038,13.3,269.1
2025-06-25 04:01:05,12.2,1.3,-11.898953,-77.652343,13.2,268.6
2025-06-25 04:01:18,12.9,1.1,-11.898973,-77.652665,13.4,265.7
N/A,0.0,0.0,0.0,0.0,0.0,0.0
N/A,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25 06:29:11,12.0,1.6,-11.799235,-77.71196,13.2,19.0
2025-06-25 06:29:22,11.9,1.7,-11.79904,-77.711883,13.4,16.9
